"manufacturer" "model" "description" "euro_standard" "transmission_type" "engine_capacity" "fuel_type" "urban_metric" "extra_urban_metric" "combined_metric" "noise_level" "co2" "co_emissions" "nox_emissions"
"Audi" "Allroad" "3.2 V6 FSI 255ps quattro Tiptronic" "4" "Automatic" 3123 "Petrol" 15.8 8.2 11 73 262 686 7
"Volkswagen" "Golf" "2.0 CR TDI (170ps) DSG GTD" "5" "Automatic" 1968 "Diesel" 7.2 4.7 5.6 69 147 277.3 113.9
"Vauxhall" "New Astra, MY2005" "1.7CDTi 16v 100PS 5 Door Hatchback +16/17\" tyre From VIN: W0L0AHL4855024994" "4" "Manual" 1686 "Diesel" 6.5 4.3 5.1 70 138 325 199
"Peugeot" "208 Hatchback" "1.0 VTi 68 3 door" "5" "Manual" 999 "Petrol" 5.1 3.8 4.3 72 99 470 23
"BMW" "5 Series E60/E61" "523i Touring - from March 2005" "4" "Automatic" 2497 "Petrol" 13.7 7.1 9.5 69 230 222 22
"Ford" "Mondeo Model Year - Post 2010" "2.0 Duratec EcoBoost (203ps) Estate" "5" "Automatic" 1976 "Petrol" 10.7 6 7.7 72 179 454 21
"Ford" "Kuga Model Year - Post 2010" "2.0 Duratorq TDCi (163ps) (+DPF)" "5" "Automatic" 1997 "Diesel" 8.5 5.8 6.8 69 179 155 172
"Mercedes-Benz" "R-Class (251)" "R320CDI SWB 17/18\" wheels" "4" "Automatic" 2987 "Diesel" 12.2 7.6 9.3 73 246 14 287
"Ford" "Focus, Post 2009ﾼ Model Year" "1.6 Duratorq TDCi (90PS) Estate" "4" "Manual" 1560 "Diesel" 5.6 3.8 4.5 71 118 178 205
"Mitsubishi" "Shogun Pinin" "2.0 WARRIOR" "3" "Automatic" 1999 "Petrol" 12.6 8.4 9.9 72 237 300 100
"BMW" "1 Series E81/E87" "130i 3-door - from March 2007" "4" "Manual" 2996 "Petrol" 12.2 6 8.3 75 197 341 16
"Peugeot" "407 Saloon" "1.8 (116 bhp)" "3" "Manual" 1749 "Petrol" 11.3 6 7.9 74 187 792 78
"Mercedes-Benz" "S-Class (V220) Limousine" "S600" "3" "Automatic" 5513 "Petrol" 23.1 10.2 14.8 72 355 378 23
"Audi" "A5 Sportback" "2.0 TFSI 211PS" "5" "Manual" 1984 "Petrol" 8.3 5.1 6.3 74 144 270 29
"Mercedes-Benz" "A-Class (C169) 3 Door" "A200 195 Tyres at rear" "4" "Manual" 2035 "Petrol" 9.6 6.1 7.4 74 176 145 15
"Mazda" "CX-5 Model Year 2012" "2.2 SKYACTIV-D (150PS) 2WD" "6" "Automatic" 2191 "Diesel" 6.2 4.7 5.3 70.1 139 141 73
"Ford" "Fiesta, Model Year Post 2011½" "1.6 Duratec (134PS)" "5" "Manual" 1596 "Petrol" 8 4.8 5.9 74 139 336 18
"BMW" "X6 Series E71" "X6 xDrive30d - from April 2012" "6" "Automatic" 2993 "Diesel" 8.8 6.8 7.5 72 198 191 26
"Vauxhall" "Meriva, MY2006" "1.6i 16v 5 Door MPV" "4" "Manual" 1598 "Petrol" 10 5.8 7.3 71 175 391 36
"Peugeot" "207, From August 2009 onwards" "1.6 HDi FAP (112 bhp)" "5" "Manual" 1560 "Diesel" 5.7 4 4.6 72 119 340 173
"BMW" "3 Series Saloon F30 From February 2012" "320d EfficientDynamics Saloon - 205/60 R16 tyres front & rear" "6" "Automatic" 1995 "Diesel" 4.9 3.7 4.1 72 109 109 35
"Vauxhall" "Corsa MY2008 3 Door Hatchback" "1.6i 16v Turbo 192PS VXR" "4" "Manual" 1598 "Petrol" 10.5 6.4 7.9 75 190 364 17
"Lexus" "RX" "RX450h" "4" "Automatic" 3456 "Hybrid" 6.6 6 6.3 71.6 148 180 10
"Audi" "A4 Saloon" "2.0 TFSI 211PS Multitronic Stop-Start" "5" "Automatic" 1984 "Petrol" 7.7 5 6 73 140 290 31
"Audi" "Cabriolet" "3.0 V6 TDI quattro (233 PS) DPF" "4" "Automatic" 2967 "Diesel" 11.2 6.1 8 73 212 261 177
"Mercedes-Benz" "SL-Class (R230)" "SL600 285 Tyres at rear" "4" "Automatic" 5513 "Petrol" 22 9.9 14.4 71 340 451 29
"Mini" "MINI Countryman R60 From September 2010" "MINI Cooper Countryman" "5" "Automatic" 1598 "Petrol" 9.3 6 7.2 74 168 297 50
"Vauxhall" "Insignia 5 Door Hatchback Model Year 2010" "2.0CDTi (130ps)" "5" "Automatic" 1956 "Diesel" 9.3 5.2 6.7 74 177 66 154
"Ford" "New Galaxy" "2.8i CD-V6" "4" "Automatic" 2792 "Petrol" 16.8 9.2 12 73 288 449 16
"Citroen" "C3" "1.4i SensoDrive" "4" "Automatic" 1360 "Petrol" 7.6 5 6 70.2 143 401 7
"Mini" "MINI R52" "MINI One Convertible - up to February 2007" "4" "Manual" 1598 "Petrol" 10 5.7 7.2 74 173 691 13
"Mercedes-Benz" "A-Class (W169) 5 Door" "A180 CDI 215 Tyres" "4" "Manual" 1992 "Diesel" 7.4 4.7 5.7 72 149 234 190
"Cadillac" "BLS, 5 Door Wagon" "2.0T 210 hp" "4" "Manual" 1998 "Petrol" 11.5 6.5 8.3 74 199 770 20
"Suzuki" "Grand Vitara" "2.4 3 Door From VIN JSAJTAA4V00100000" "4" "Manual" 2393 "Petrol" 11.3 7.4 8.8 72 205 422 14
"Mazda" "Mazda5" "1.6 D" "5" "Manual" 1560 "Diesel" 6.4 4.6 5.2 68.6 138 146 173
"Volvo" "V50 Model Year 05" "T5 AWD" "4" "Manual" 2521 "Petrol" 13.6 7.3 9.6 74 229 278 19
"Citroen" "C4" "HDi 110" "5" "Manual" 1560 "Diesel" 5.8 3.9 4.6 74.8 119 261 126
"Ford" "Tourneo Connect Model Year - Post 2009" "1.8 Duratorq (110ps)" "4" "Manual" 1753 "Diesel" 7.6 5.2 6 73 159 285 213
"Vauxhall" "Signum, MY2006" "1.9CDTi 8v 120PS 5 Door Hatchback with 19\" tyre" "4" "Manual" 1910 "Diesel" 7.7 5 6 74 162 99 173
"Kia" "Picanto" "1.1 Auto Ice, 2" "4" "Automatic" 1086 "Petrol" 7.6 5.1 6 72 143 602 37
"Rover Group Limited" "MG F" "1.8i" "3" "Automatic" 1796 "Petrol" 12.1 6.6 8.6 73 206 879 72
"Renault" "Laguna Hatchback" "2.0 dCi 150 FAP 17/18\" Wheels" "4" "Manual" 1995 "Diesel" 7.3 4.6 5.4 71 144 375 228
"Volkswagen" "Golf Hatchback (5 Door)" "1.9 TDI PD (150 PS)" "3" "Manual" 1896 "Diesel" 7.2 4.4 5.4 74 146 200 400
"Honda" "CR-V 07" "ES" "4" "Manual" 1997 "Petrol" 10.4 6.7 8.1 72.9 192 200 39
"Mitsubishi" "Lancer Estate" "1.6" "4" "Manual" 1584 "Petrol" 8.9 5.8 7 72 166 310 12
"Volkswagen" "New Passat Estate" "3.2 FSI V6 (250 PS) 4MOTION DSG" "4" "Automatic" 3189 "Petrol" 14.2 7.8 10.1 73 242 390 38
"Vauxhall" "Insignia 4 Door Saloon Model Year 2010" "1.6i 16v Turbo" "5" "Manual" 1598 "Petrol" 10.6 6 7.7 73 179 367 40
"Vauxhall" "Vectra, MY2004" "1.9CDTI (120PS) Energy 5 Door Hatchback From VIN: W0L0ZCF6848061645" "4" "Manual" 1910 "Diesel" 7.4 4.7 5.7 73 154 151 218
"Mercedes-Benz" "R-Class (251)" "R350 LWB 19\" & 20\" Wheels" "4" "Automatic" 3498 "Petrol" 15.8 9.3 11.7 73 279 260 11
"Peugeot" "107" "1.0 (65 bhp)" "4" "Manual" 998 "Petrol" 5.5 4.1 4.6 70 109 370 10
"Vauxhall" "Vectra, MY2004" "2.2i 16v Elegance 5 Door Hatchback From VIN: W0L0ZCF6848003283" "4" "Automatic" 2198 "Petrol" 13.4 6.6 9.1 71 218 398 32
"Volvo" "C70 Model Year 08" "D5" "4" "Manual" 2400 "Diesel" 8.7 5.4 6.6 73 174 171 158
"Skoda" "Octavia Estate" "1.2 TSI 105PS with 7speed DSG" "5" "Automatic" 1198 "Petrol" 7 5.2 5.9 72 136 355 29
"Mercedes-Benz" "A-Class (C169) 3 Door" "A150 185 Tyres" "4" "Automatic" 1498 "Petrol" 8.5 5.5 6.6 71 157 363 8
"Mercedes-Benz" "CLK (A209) Cabriolet" "CLK240 (255 Tyres)" "3" "Automatic" 2597 "Petrol" 15.5 7.6 10.6 72 254 272 31
"BMW" "5 Series F10/F11, From March 2010" "520d Touring - with particle filter" "5" "Automatic" 1995 "Diesel" 6.5 4.6 5.3 73 139 291 128
"Renault" "Espace" "2.0T 16V 165 (JK0BB6) (w/sunroof)" "3" "Manual" 1998 "Petrol" 12.9 7.9 9.7 70.8 232 722 37
"Mercedes-Benz" "E-Class Coupé Model Year 2010" "E 200 CGI BlueEFFICIENCY with 255/40 17\" or 255/35 18\" rear wheels" "5" "Manual" 1796 "Petrol" 9.9 5.9 7.4 72 171 254 25
"Land Rover" "Freelander 2" "3.2 i6" "5" "Automatic" 3192 "Petrol" 15.5 8.1 10.7 72 255 149 28
"Skoda" "New Octavia Estate" "2.0 TDI 140PS" "4" "Manual" 1896 "Diesel" 7 4.7 5.5 73 145 113 239
"Skoda" "Octavia Estate" "2.0 CR TDI 140PS DSG 4x4" "5" "Manual" 1968 "Diesel" 7.3 5.2 5.9 72 156 150 122
"Audi" "TT Roadster" "3.2 V6 quattro 250PS S-Tronic" "4" "Automatic" 3189 "Petrol" 13 7.4 9.5 73 227 283 14
"Saab" "9-3 MY2007 4 Door Saloon" "2.8 TS" "4" "Automatic" 2792 "Petrol" 16.9 7.2 10.8 73 259 212 36
"BMW" "Z4 Series E85" "Z4 2.2i Roadster" "3" "Manual" 2171 "Petrol" 12.8 6.7 8.8 73 214 800 100
"Volkswagen" "Golf Plus" "2.0 TDI (140 PS) DSG Sport with DPF" "4" "Automatic" 1968 "Diesel" 8.6 5.5 6.6 69 174 39 234
"Volkswagen" "Passat Estate" "2.0 TSI (200 PS) Tiptronic Sport" "4" "Automatic" 1984 "Petrol" 12.3 6.5 8.6 68 204 249 28
"Audi" "A6 Saloon (Standard, SE &amp; Sport)" "1.9 TDI (130 PS)" "3" "Automatic" 1896 "Diesel" 7.7 5 5.9 72 159 200 500
"Audi" "A4 Saloon" "2.0 TFSI 200ps quattro" "4" "Manual" 1984 "Petrol" 12.6 6.6 8.8 74 209 634 19
"BMW" "3 Series Touring F31, from September 2012" "325d Touring - all tyre sizes" "5" "Manual" 1995 "Diesel" 6.4 4.3 5.1 74 134 286 150
"BMW" "5 Series F10/F11 From March 2010" "520d Saloon - 225/55 R17 tyres front & rear" "6" "Manual" 1995 "Diesel" 5.7 4.3 4.8 75 127 103 26
"Audi" "A8" "3.0 V6 TDI quattro Tiptronic (233 PS) LWB" "4" "Automatic" 2967 "Diesel" 12.3 6.7 8.7 73 234 274 208
"Volkswagen" "Lupo" "1.7 (60 PS)" "3" "Manual" 1716 "Diesel" 5.9 3.6 4.4 73 119 333 332
"Mercedes-Benz" "C-Class Estate (S204)" "C 200 CDI no DPF 205 Tyres at rear" "4" "Automatic" 2148 "Diesel" 8.9 5.2 6.6 70 175 40 193
"Renault" "Clio Campus" "1.2 16V" "4" "Manual" 1149 "Petrol" 7.4 5 5.9 70 142 355 43
"Audi" "Audi A8 (Standard & Sport)" "2.8 V6 Quattro (194 bhp)" "4" "Automatic" 2772 "Petrol" 17.6 8.6 11.9 72 286 330 31
"Skoda" "New Octavia Estate" "1.9 TDI 105PS DSG" "4" "Automatic" 1896 "Diesel" 7.8 5.1 6.1 73 159 114 226
"Mazda" "CX-5 Model Year 2012" "2.2 SKYACTIV-D (175PS) 4WD" "6" "Manual" 2191 "Diesel" 6 4.7 5.2 71.1 136 97 68
"Skoda" "Roomster" "1.2 TSI 105PS with 7speed DSG" "5" "Automatic" 1197 "Petrol" 7.2 4.8 5.7 72 134 251 16
"Suzuki" "Jimny" "1.3 JLX Soft Top From VIN VSEFJB33C00107293" "3" "Manual" 1298 "Petrol" 9.4 6.4 7.5 72 179 561 19
"Lexus" "IS MY2011" "IS250 Saloon" "5" "Automatic" 2500 "Petrol" 11.8 6.5 8.4 70 194 164 6
"Daewoo Cars" "Kalos" "1.2 S (SOHC)" "3" "Manual" 1150 "Petrol" 8.4 5.5 6.6 73 159 680 20
"Porsche" "911 (Type 996)" "911 Carrera 4S Cabriolet Tiptronic S" "3" "Automatic" 3596 "Petrol" 18.3 8.9 12.2 74 299 876 29
"Renault" "Grand Scènic" "2.0 V.V.T. 136 (JM1NE6)" "3" "Manual" 1998 "Petrol" 11.1 6.6 8.2 70.7 196 355 34
"Ford" "Galaxy, Post 2009ﾽ Model Year" "1.8 Duratorq TDCi (125PS)" "4" "Manual" 1753 "Diesel" 8 5.3 6.3 70 166 502 267
"Volvo" "C70 Model Year 08" "T5" "4" "Manual" 2521 "Petrol" 13.1 6.7 9.1 72 217 121 17
"Toyota" "Prius, MY2012" "T Spirit 1.8 VVT-i hybrid E-CVT" "5" "Automatic" 1798 "Hybrid" 4 3.8 4 69 92 258 6
"Vauxhall" "Vectra, MY2008 5 Door Hatchback" "1.9CDTi 16v 150PS with 16/17/18\" wheel" "4" "Manual" 1910 "Diesel" 7.4 4.7 5.7 74 154 98 208
"Porsche" "Cayman S" "3.4" "5" "Manual" 3436 "Petrol" 13.6 7.1 9.5 75 223 166.2 45.2
"Ford" "Mondeo Model Year - Post 2010" "1.8 Duratorq TDCi (125ps) Estate (ECO)" "4" "Manual" 1753 "Diesel" 6.9 4.5 5.4 69 142 275 235
"Toyota" "Prius Plus MY2012" "T Spirit 1.8 VVT-i hybrid E-CVT" "5" "Automatic" 1798 "Hybrid" 4.3 4.3 4.4 68 101 101 6
"Peugeot" "407 Saloon" "2.0 (143 bhp)" "4" "Manual" 1997 "Petrol" 11 6.4 8.1 73 192 793 17
"Volvo" "XC60 Model Year 2010" "T6 AWD Geartronic" "5" "Automatic" 2953 "Petrol" 17.3 8.5 11.7 75 274 190 42
"Renault" "Laguna II Hatchback" "2.2 dCi 16V (BG0F06)" "3" "Manual" 2188 "Diesel" 8.6 5.3 6.5 70.5 174 297 466
"Skoda" "Octavia Estate" "1.8 TSI 160ps" "5" "Manual" 1798 "Petrol" 9.5 5.5 6.9 72 158 417 50
"Fiat" "Bravo" "1.4 T-Jet 120" "4" "Manual" 1368 "Petrol" 8.1 5.3 6.3 72 149 485 23
"Ford" "Mondeo, Pre 2009ﾽ Model Year" "2.0 Duratec (145PS) Estate" "4" "Manual" 1999 "Petrol" 11.2 6 7.9 72 189 506 52
"Skoda" "New Fabia" "1.4 TDI PD 80PS" "4" "Manual" 1422 "Diesel" 5.7 4 4.6 73 120 228 198
"BMW" "1 Series E81/E87" "130i 5-door - from March 2007" "4" "Manual" 2996 "Petrol" 12.2 6 8.3 75 197 341 16
"Chrysler Jeep" "Jeep Grand Cherokee (WK) MY 2011" "3.0 CRD" "5" "Automatic" 2987 "Diesel" 10.3 7.2 8.3 70 218 341 164
"BMW" "3 Series E90/E91/E92/E93" "330i Saloon" "4" "Manual" 2996 "Petrol" 9.9 5.6 7.2 72 173 171 54
"Honda" "Accord Tourer, Model Year 2011" "2.0 i-VTEC ES" "5" "Automatic" 1997 "Petrol" 10.8 6.1 7.9 71 181 376 27
"Nissan" "Qashqai" "2.0 4x2" "4" "Manual" 1997 "Petrol" 10.4 6.3 7.8 71 184 302 13
"Mercedes-Benz" "E-Class Coupé, Model Year 2011" "E 250 CDI with 18\" & 19\" rear wheels" "5" "Automatic" 2143 "Diesel" 8.3 4.7 6 70 158 134 152
"Ford" "Grand C-MAX Model Year Post 2012" "2.0 Duratorq TDCi (140PS) (+DPF)" "5" "Manual" 1997 "Diesel" 6.6 4.5 5.3 71 139 290 146
"Ford" "Focus Model Year Post 2012" "1.6 EcoBoost Stop-Start (182PS) Estate" "5" "Manual" 1596 "Petrol" 7.6 4.9 5.9 70 137 340 34
"Peugeot" "3008, From October 2009 onwards" "1.6 HDi FAP (112 bhp) EGC Energy Saver Tyres" "5" "Automatic" 1560 "Diesel" 5.8 4.4 4.9 69.6 129 339 154
"Daewoo Cars" "Tacuma" "2.0 CDX (DOHC)" "3" "Manual" 1998 "Petrol" 12 7.2 9 73.1 236 1000 100
"Mercedes-Benz" "Viano Model Year 2011" "Viano 2.2 CDI Ambiente Compact EU5" "5" "Automatic" 2143 "Diesel" 10.1 6.9 8.1 71 213 78 243
"Suzuki" "Grand Vitara" "2.4 SZ4 3 door 4X4" "5" "Automatic" 2393 "Petrol" 11.9 8 9.4 72 213 212 28
"Lexus" "LS" "LS600h" "4" "Automatic" 4969 "Hybrid" 11.3 8 9.3 71.2 219 410 20
"Toyota" "Yaris" "1.3 VVT-i Except T-Spirit" "4" "Manual" 1299 "Petrol" 6.8 4.9 5.6 70.8 133 700 10
"Volvo" "C70 Model Year 09" "T5" "4" "Manual" 2521 "Petrol" 13.1 6.7 9.1 72 217 121 17
"Citroen" "Xsara" "Xsara 2.0 HDi 90 hp" "3" "Manual" 1997 "Diesel" 7.3 4.2 5.4 72.2 141 173 343
"Ford" "Transit Tourneo SWB Bus (FWD)" "2.0 TDDi 62.5kW (85PS) 4.23 FDR" "3" "Manual" 1998 "Diesel" 10 6.9 8 72 212 143 718
"Ford" "S-MAX Model Year Pre 2012" "2.0 Duratec EcoBoost (240PS)" "5" "Automatic" 1999 "Petrol" 11.5 6.5 8.3 72 194 731 33
"Toyota" "Auris Hybrid MY2010" "T4 1.8 VVT-i hybrid E-CVT" "5" "Automatic" 1798 "Hybrid" 4 4 4 70 93 171 6
"Mercedes-Benz" "M-Class (W164) Estate" "ML 350 4MATIC 235 Tyres at rear" "4" "Automatic" 3498 "Petrol" 15.2 9.4 11.5 75 275 260 11
"Saab" "9-3 Series 3 Door Coupé & 5 Door" "2.0 Turbo Ecopower 185hp B205L" "3" "Automatic" 1985 "Petrol" 14.6 7.4 10.1 71 240 430 10
"Proton" "Satria Neo" "1.6" "4" "Manual" 1597 "Petrol" 10.1 4.6 6.6 72 157 500 50
"Morgan Motor Company" "3000 From April 2012 onwards" "Roadster" "5" "Manual" 3721 "Petrol" 15.5 7.3 10.3 75 240 544 13
"Volvo" "S60 Model Year 06" "T5" "4" "Manual" 2401 "Petrol" 12.7 7.3 9.3 70 220 278 17
"Volkswagen" "Scirocco" "2.0 TFSI (200ps) GT" "4" "Manual" 1984 "Petrol" 10.6 5.9 7.6 75 179 358 17
"Jaguar Cars" "X Type" "2.2L Diesel Estate" "4" "Manual" 2198 "Diesel" 8.4 4.9 6.2 72 164 45 197
"Volkswagen" "Golf" "2.0 140PS TDI DSG GT" "5" "Automatic" 1968 "Diesel" 6.7 4.5 5.3 68 138 134 150
"Mercedes-Benz" "A-Class (C169) 3 Door MY09" "A 170 215 Tyres at rear" "4" "Automatic" 1699 "Petrol" 9 6 7.1 71 169 339 5
"Renault" "Vel Satis" "3.0 V6 dCi (BJ0J0B)" "3" "Automatic" 2958 "Diesel" 12 6.8 8.7 70.3 232 542 442
"Hyundai" "Amica" "1.1l CDX" "4" "Automatic" 1086 "Petrol" 8 5 6.1 71 145 278 8
"Peugeot" "407 SW" "2.2 (160 bhp)" "3" "Automatic" 2230 "Petrol" 14.2 7 9.6 72.3 228 400 100
"Ford" "Mondeo Pre-2004ﾽ Model Year" "2.5i V6 Estate (18 inch tyre)" "4" "Manual" 2495 "Petrol" 15.4 8 10.7 72 256 94 25
"Mercedes-Benz" "CLK (C209) Coupé" "CLK 270 (255 Tyres)" "3" "Manual" 2685 "Diesel" 9.3 5.4 6.9 72 183 300 400
"Saab" "9-3 MY2009 5 Door Estate" "1.9TIDS" "4" "Automatic" 1910 "Diesel" 9.5 5.1 6.7 72 179 51 189
"Lexus" "RX" "RX450h" "4" "Automatic" 3456 "Hybrid" 6.6 6 6.3 71.6 148 180 10
"Vauxhall" "Insignia 4 Door Saloon Model Year 2009" "2.8i V6 24v Turbo (260ps)" "5" "Automatic" 2792 "Petrol" 17.9 7.9 11.6 71 272 199.2 49.6
"Mitsubishi" "Lancer Estate" "2" "4" "Manual" 1997 "Petrol" 11.8 6.9 8.7 74 207 674 32
"Peugeot" "508 SW" "1.6 HDi 115 Active" "5" "Manual" 1560 "Diesel" 5.7 4 4.6 70.6 120 241 150
"Volkswagen" "Polo" "1.2 70PS S" "5" "Manual" 1198 "Petrol" 7.3 4.5 5.5 73 128 696 42
"Smart" "roadster" "61 bhp (205 tyres)" "4" "Automatic" 698 "Petrol" 6.2 4.1 4.9 74 116 555 40
"Alfa Romeo" "156 Saloon" "1.8" "3" "Manual" 1747 "Petrol" 12.1 6.4 8.5 72 202 338 38
"Peugeot" "607" "2.2 (160 bhp)" "3" "Manual" 2230 "Petrol" 12.7 7.2 9.2 73.6 219 1200 100
"Audi" "A6 Avant (Available From July 2001)" "2.4 V6 Multitronic (170 bhp)" "4" "Automatic" 2393 "Petrol" 14.4 7.2 9.8 73 235 274 35
"Toyota" "Prius Model Year 2009" "T4 1.8VVT-i hybrid E-CVT" "5" "Automatic" 1798 "Hybrid" 4 3.8 4 69 92 258 5.8
"Peugeot" "3008" "1.6 HDi 112 SR/Allure" "5" "Manual" 1560 "Diesel" 6.4 4.5 5.2 72.9 135 309 146
"Peugeot" "Expert Tepee" "2.0 HDi (120 bhp) Comfort L2 5/6 Seats" "4" "Manual" 1997 "Diesel" 9.2 6.4 7.4 74.9 196 392 266
"Vauxhall" "Signum, MY2007" "2.2i 16v Direct 5 Door Hatchback with 19\" tyre" "4" "Manual" 2198 "Petrol" 11 6.6 8.2 74 197 478 21
"Peugeot" "406 Coupé" "2.2 HDi FAP (136 bhp)" "3" "Manual" 2179 "Diesel" 8.8 4.9 6.4 73.4 168 163 352
"Vauxhall" "Meriva, MY2007" "1.8i 16v 5 Door MPV" "4" "Manual" 1796 "Petrol" 10.7 6.1 7.8 72 187 474 16
"Mercedes-Benz" "C-Class (204) Saloon Model Year 2009" "C 200 CDI with DPF 195 Tyres at rear" "4" "Automatic" 2148 "Diesel" 9 5 6.5 71 171 34 223
"Peugeot" "306" "1.6 (100 bhp)" "3" "Manual" 1587 "Petrol" 9.1 5.6 6.9 73.8 165 437 25
"Citroen" "Xsara" "Xsara 1.6i 16v Estate" "3" "Manual" 1587 "Petrol" 9.3 5.5 6.9 72.1 160 901 37
"Saab" "9-3 Saloon, Model Year 2012" "2.0T XWD (220PS)" "5" "Automatic" 1998 "Petrol" 12.4 6.8 8.9 72 206 405 21
"Toyota" "Auris" "1.4 VVT-i 3 & 5 door" "4" "Manual" 1398 "Petrol" 8.7 5.9 6.9 69 163 476 11
"Volkswagen" "Golf 3/5 Door Hatchback" "E 1.4 75 bhp" "4" "Manual" 1390 "Petrol" 9.1 5.5 6.8 72 163 121 40
"Volkswagen" "Golf" "2.0 TSI 210PS GTi" "5" "Manual" 1984 "Petrol" 10 5.8 7.3 75 170 389 32
"Volkswagen" "T5 Shuttle" "2.0 TDI 180PS" "5" "Manual" 1968 "Diesel" 9.8 6.7 7.8 74 205 327 182
"BMW" "1 Series E81/E82/E87/E88" "120d 5-door - with particle filter - up to June 2011" "5" "Automatic" 1995 "Diesel" 6.7 4.5 5.3 68 140 465 118
"Mercedes-Benz" "M-Class (W163) Estate" "ML 270 CDI" "3" "Manual" 2688 "Diesel" 12.5 7.7 9.4 74 248 386 594
"Mercedes-Benz" "E Class (W211) Saloon" "E350 Up to 225 Tyres at rear" "4" "Automatic" 3498 "Petrol" 14 7.2 9.7 71 231 210 11
"Mercedes-Benz" "E-Class Coupé, Model Year 2013" "E 220 CDI with 18 & 19\" rear wheels ECO Start/Stop" "5" "Manual" 2143 "Diesel" 6.1 4.4 5 72 131 165 173
"Citroen" "C3" "1.6HDi 16v VTR" "4" "Manual" 1560 "Diesel" 5.7 3.8 4.5 74.1 120 42 184
"Jaguar Cars" "X Type" "2.2L Diesel Estate (DPF)" "4" "Automatic" 2198 "Diesel" 9.5 5.4 6.9 69 184 43 225
"Ferrari" "612 Scaglietti" "612 Scaglietti" "4" "Manual" 5748 "Petrol" 30.6 14.5 20.5 74.9 470 306 32
"Mercedes-Benz" "Vito, Model Year 2011" "116CDI Traveliner Compact EU5 BlueEFFICIENCY" "5" "Manual" 2143 "Diesel" 8.9 6.5 7.3 75 192 175 225
"Volkswagen" "Caravelle Model Year 2010" "2.0 TDI 140PS 7speed DSG SWB SE" "5" "Automatic" 1968 "Diesel" 10.4 6.9 8.2 70 216 50 258
"Vauxhall" "Zafira, MY2004" "2.0DTI 16v Club 5 Door From VIN: W0L0TGF7542000397" "3" "Manual" 1995 "Diesel" 8 5.3 6.3 72 169 150 414
"Lexus" "GS, MY2010" "GS450h 18\" wheels" "4" "Automatic" 3456 "Hybrid" 9.1 7 7.6 72.1 180 100 1
"Renault" "Mégane Sport Saloon" "2.0 V.V.T. Auto (LM0U0A)" "4" "Automatic" 1998 "Petrol" 11.8 6.5 8.4 70.6 201 521 30
"Ford" "New Transit FWD" "2.0 Diesel (75PS) 4.23 FDR" "3" "Manual" 1998 "Diesel" 8.6 6.2 7.1 72 186 162 775
"Renault" "Espace" "2.0 dCi 175 FAP" "5" "Automatic" 1995 "Diesel" 9.3 6.1 7.2 72.3 189 157 230
"Toyota" "iQ MY2011" "1.33 VVT-i 6 speed Manual" "5" "Manual" 1329 "Petrol" 5.8 4.4 4.9 69.5 113 296 20
"Ford" "Focus , Model Year Pre 2013.30" "1.6 Duratec Ti-VCT (125PS) 5 Door" "5" "Automatic" 1596 "Petrol" 9.3 4.8 6.4 70 149 597 44
"BMW" "1 Series E81/E82/E87/E88" "116i 3-door - from March 2009" "4" "Manual" 1995 "Petrol" 7.5 4.8 5.8 73 139 49 26
"Lexus" "RX MY2012" "RX450h" "5" "Automatic" 3456 "Hybrid" 6.5 6 6.3 71.6 145 245 7
"Ford" "Mondeo, Post 2009ﾽ Model Year" "2.0 Duratorq TDCi (115PS) Estate (ECO)" "4" "Manual" 1997 "Diesel" 6.6 4.4 5.2 71 139 136 150
"BMW" "3 Series E90/E91/E92/E93" "325d Convertible - with particle filter - up to February 2009" "4" "Automatic" 2993 "Diesel" 8.6 5.6 6.7 75 176 172 170
"Citroen" "Xsara" "Xsara 1.4 HDi 70 hp" "3" "Manual" 1398 "Diesel" 5.7 3.8 4.5 71.6 120 400 300
"Mazda" "Mazda6, Model Year 2010" "1.8 Estate" "4" "Manual" 1798 "Petrol" 9.3 5.1 6.6 68.1 157 260 14
"Audi" "A6 Avant (from NOV 06 Wk 45 >)" "2.7 V6 TDI 180ps Multitronic" "4" "Automatic" 2698 "Diesel" 10.1 5.8 7.4 71 197 294 196
"Honda" "Jazz, Model Year 2012" "1.3 IMA HE, HE-T, HS, HS-T, HX, HX-T" "5" "Automatic" 1339 "Hybrid" 4.6 4.4 4.5 68 104 70 3
"Volkswagen" "Golf 5 Door" "2.0 GTI (200 PS)" "4" "Manual" 1984 "Petrol" 11.1 6.3 8.1 75 194 329 19
"Mercedes-Benz" "S-Class Model Year 2012" "S 350 BLUETEC with 19 inch/20 inch rear wheels" "6" "Automatic" 2987 "Diesel" 7.9 5.6 6.4 71 168 255 65
"Volkswagen" "New Passat Estate" "1.9 TDI PD (100 bhp)" "3" "Automatic" 1896 "Diesel" 9.7 5.5 7 72 189 160 422
"Renault" "Clio MY 2006" "1.5 dCi 106" "4" "Manual" 1461 "Diesel" 5.7 4.1 4.6 70 123 408 245
"Vauxhall" "Vectra MY2008 5 Door Estate" "2.2i 16v Direct with 16/17/18\" wheel" "4" "Manual" 2198 "Petrol" 10.6 6.2 7.8 74 187 478 21
"Mercedes-Benz" "E-Class Saloon Model Year 2012" "E 250 CDI with 16 inch rear wheels ECO Start/Stop" "5" "Automatic" 2143 "Diesel" 6.2 4.2 4.9 71 129 54 146
